household_size,number_of_rooms,daily_supply_hours,light_bulb_count,fan_count,television_count,fridge_count,ac_count,average_ac_usage_hours,bulb_energy_proxy,fan_energy_proxy,tv_energy_proxy,fridge_energy_proxy,ac_energy_proxy,total_selected_appliances,cooling_appliance_count,room_person_ratio,estimated_monthly_kwh
1,10,4.0,2,1,0,0,0,0,8.0,4.0,0.0,0,0,3,1,10.0,1.5300000000000002
6,6,5.0,5,2,1,0,0,0,25.0,10.0,4.0,0,0,8,2,1.0,10.6875
5,6,0.0,3,1,0,0,0,0,0.0,0.0,0.0,0,0,4,1,1.2,4.68
5,8,6.0,6,2,1,1,0,0,36.0,12.0,4.0,12,0,10,2,1.6,31.35
4,6,3.0,4,1,0,0,0,0,12.0,3.0,0.0,0,0,5,1,1.5,2.07
1,8,4.0,2,1,0,0,0,0,8.0,4.0,0.0,0,0,3,1,8.0,1.77
2,2,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,1.0,0.12
2,1,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.5,0.0
2,2,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,1.0,0.0
2,3,0.0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,1.5,0.0
3,3,0.0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,1.0,0.24
4,3,0.0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,0.75,0.12
2,3,4.0,6,0,1,0,0,0,24.0,0.0,4.0,0,0,7,0,1.5,3.9
3,4,5.0,8,1,1,1,0,0,40.0,5.0,4.0,12,0,11,1,1.3333333333333333,18.875
7,5,1.0,4,0,0,0,0,0,4.0,0.0,0.0,0,0,4,0,0.7142857142857143,2.04
8,4,7.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.5,2.1
7,7,7.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,1.0,3.1500000000000004
2,5,8.0,6,1,1,1,0,0,36.0,8.0,4.0,12,0,9,1,2.5,37.05
5,5,6.0,5,2,0,0,0,0,30.0,12.0,0.0,0,0,7,2,1.0,14.625
4,5,17.0,4,2,1,1,0,0,24.0,16.0,4.0,12,0,8,2,1.25,84.68125
7,5,6.0,4,2,1,0,0,0,24.0,12.0,4.0,0,0,7,2,0.7142857142857143,18.9
8,7,3.0,13,3,0,0,0,0,39.0,9.0,0.0,0,0,16,3,0.875,5.61
5,4,2.0,5,2,1,0,0,0,10.0,4.0,2.0,0,0,8,2,0.8,6.9
2,2,5.0,3,1,1,1,0,0,15.0,5.0,4.0,12,0,6,1,1.0,20.375
4,4,5.0,6,3,1,1,0,0,30.0,15.0,4.0,12,0,11,3,1.0,24.125000000000004
6,5,5.0,8,3,1,1,0,0,40.0,15.0,4.0,12,0,13,3,0.8333333333333334,31.625000000000004
2,1,4.0,3,1,1,0,0,0,12.0,4.0,4.0,0,0,5,1,0.5,8.280000000000001
6,5,5.0,9,5,1,1,0,0,45.0,25.0,4.0,12,0,16,5,0.8333333333333334,35.625
1,1,3.0,1,1,0,0,0,0,3.0,3.0,0.0,0,0,2,1,1.0,4.5
7,5,11.0,10,3,1,1,0,0,60.0,24.0,4.0,12,0,15,3,0.7142857142857143,54.0375
4,4,24.0,14,1,1,1,0,0,84.0,8.0,4.0,12,0,17,1,1.0,153.2325
6,3,1.0,4,0,0,0,0,0,4.0,0.0,0.0,0,0,4,0,0.5,4.2
3,5,3.0,5,2,1,1,0,0,15.0,6.0,3.0,12,0,9,2,1.6666666666666667,32.88
3,4,6.0,12,3,1,1,0,0,72.0,18.0,4.0,12,0,17,3,1.3333333333333333,49.0875
1,2,8.0,4,0,0,1,0,0,24.0,0.0,0.0,12,0,5,0,2.0,28.0
4,4,10.0,12,2,1,1,1,4,72.0,16.0,4.0,12,4,17,3,1.0,131.0625
3,6,11.0,15,6,2,1,1,4,90.0,48.0,8.0,12,4,25,7,2.0,153.2325
2,2,6.0,8,2,0,1,1,4,48.0,12.0,0.0,12,4,12,3,1.0,63.8625
5,3,10.0,14,2,1,1,1,4,84.0,16.0,4.0,12,4,19,3,0.6,122.3125
2,2,8.0,11,2,1,1,0,0,66.0,16.0,4.0,12,0,15,2,1.0,52.29999999999999
7,3,0.0,4,2,2,0,0,0,0.0,0.0,0.0,0,0,8,2,0.42857142857142855,15.81
4,3,4.0,2,1,1,0,0,0,8.0,4.0,4.0,0,0,4,1,0.75,4.44
7,3,6.0,3,2,1,0,0,0,18.0,12.0,4.0,0,0,6,2,0.42857142857142855,9.75
2,3,6.0,5,0,1,0,0,0,30.0,0.0,4.0,0,0,6,0,1.5,7.5
4,3,5.0,5,2,2,0,0,0,25.0,10.0,8.0,0,0,9,2,0.75,11.75
6,1,4.0,5,1,1,0,0,0,20.0,4.0,4.0,0,0,7,1,0.16666666666666666,3.84
4,3,7.0,5,2,2,0,0,0,30.0,14.0,8.0,0,0,9,2,0.75,23.012500000000003
7,3,8.0,6,2,2,0,0,0,36.0,16.0,8.0,0,0,10,2,0.42857142857142855,30.8
4,3,9.0,3,1,0,0,0,0,18.0,8.0,0.0,0,0,4,1,0.75,10.4625
4,3,10.0,3,1,0,0,0,0,18.0,8.0,0.0,0,0,4,1,0.75,8.687500000000002
13,6,0.0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,0.46153846153846156,2.04
8,4,8.0,5,0,0,0,0,0,30.0,0.0,0.0,0,0,5,0,0.5,2.75
6,3,6.0,3,1,0,0,0,0,18.0,6.0,0.0,0,0,4,1,0.5,4.2
7,5,11.0,8,3,0,0,0,0,48.0,24.0,0.0,0,0,11,3,0.7142857142857143,29.493749999999995
24,8,7.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.3333333333333333,1.75
2,4,4.0,7,2,1,0,0,0,28.0,8.0,4.0,0,0,10,2,2.0,16.98
9,7,4.0,11,3,2,0,0,0,44.0,12.0,8.0,0,0,16,3,0.7777777777777778,11.1
20,8,12.0,12,0,0,0,0,0,72.0,0.0,0.0,0,0,12,0,0.4,21.9
7,3,2.0,7,2,0,0,0,0,14.0,4.0,0.0,0,0,9,2,0.42857142857142855,2.4000000000000004
11,6,12.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,0.5454545454545454,9.0
14,4,24.0,10,2,1,0,0,0,60.0,16.0,4.0,0,0,13,2,0.2857142857142857,110.4
6,6,12.0,17,5,1,1,0,0,102.0,40.0,4.0,12,0,24,5,1.0,95.925
2,2,7.0,7,2,2,1,0,0,42.0,14.0,8.0,12,0,12,2,1.0,36.44375
5,3,5.0,6,2,1,1,1,4,30.0,10.0,4.0,12,4,11,3,0.6,42.46875
2,2,4.0,5,2,1,1,1,4,20.0,8.0,4.0,12,4,10,3,1.0,49.92
5,2,5.0,5,2,0,1,0,0,25.0,10.0,0.0,12,0,8,2,0.4,18.937500000000004
2,2,5.0,1,2,1,1,0,0,5.0,10.0,4.0,12,0,5,2,1.0,22.156250000000004
10,3,24.0,6,2,2,1,0,0,36.0,16.0,8.0,12,0,11,2,0.3,144.0
6,2,5.0,4,2,1,0,0,0,20.0,10.0,4.0,0,0,7,2,0.3333333333333333,6.21875
3,2,4.0,3,2,1,1,0,0,12.0,8.0,4.0,12,0,7,2,0.6666666666666666,16.86
6,4,2.0,8,4,1,1,0,0,16.0,8.0,2.0,12,0,14,4,0.6666666666666666,15.96
2,2,5.0,3,1,1,0,0,0,15.0,5.0,4.0,0,0,5,1,1.0,5.437500000000001
5,3,4.0,5,3,1,1,0,0,20.0,12.0,4.0,12,0,10,3,0.6,18.84
5,5,5.0,12,3,1,1,0,0,60.0,15.0,4.0,12,0,17,3,1.0,22.875000000000004
1,1,0.0,2,1,0,0,0,0,0.0,0.0,0.0,0,0,3,1,1.0,1.4400000000000002
5,3,6.0,5,2,1,1,0,0,30.0,12.0,4.0,12,0,9,2,0.6,24.3
4,5,6.0,6,4,1,1,0,0,36.0,24.0,4.0,12,0,12,4,1.25,26.55
5,1,0.0,4,1,0,0,0,0,0.0,0.0,0.0,0,0,5,1,0.2,5.7
5,3,0.0,4,1,0,0,0,0,0.0,0.0,0.0,0,0,5,1,0.6,4.98
6,1,0.0,5,1,0,0,0,0,0.0,0.0,0.0,0,0,6,1,0.16666666666666666,5.94
5,1,4.0,6,2,1,0,0,0,24.0,8.0,4.0,0,0,9,2,0.2,8.34
7,4,5.0,5,2,1,0,0,0,25.0,10.0,4.0,0,0,8,2,0.5714285714285714,8.5
6,4,0.0,5,1,0,0,0,0,0.0,0.0,0.0,0,0,6,1,0.6666666666666666,4.02
5,3,6.0,6,2,1,0,0,0,36.0,12.0,4.0,0,0,9,2,0.6,12.9
6,4,0.0,6,1,0,0,0,0,0.0,0.0,0.0,0,0,7,1,0.6666666666666666,7.38
1,2,12.0,12,2,2,1,1,4,72.0,16.0,8.0,12,4,18,3,2.0,130.65
3,4,10.0,5,2,2,1,1,4,30.0,16.0,8.0,12,4,11,3,1.3333333333333333,98.125
8,1,8.0,3,1,1,0,0,0,18.0,8.0,4.0,0,0,5,1,0.125,13.2
3,1,8.0,6,1,1,1,0,0,36.0,8.0,4.0,12,0,9,1,0.3333333333333333,31.0
3,2,9.0,3,2,2,1,1,4,18.0,16.0,8.0,12,4,9,3,0.6666666666666666,77.73750000000001
8,5,6.0,10,3,1,1,0,0,60.0,18.0,4.0,12,0,15,3,0.625,41.775
5,6,6.0,5,1,1,0,0,0,30.0,6.0,4.0,0,0,7,1,1.2,11.775
9,10,9.0,12,1,2,1,0,0,72.0,8.0,8.0,12,0,16,1,1.1111111111111112,63.22500000000001
7,5,6.0,6,4,1,0,0,0,36.0,24.0,4.0,0,0,11,4,0.7142857142857143,21.975
6,5,8.0,5,1,1,1,0,0,30.0,8.0,4.0,12,0,8,1,0.8333333333333334,42.39999999999999
5,5,8.0,3,2,1,1,0,0,18.0,16.0,4.0,12,0,7,2,1.0,46.2
9,7,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0.7777777777777778,0.0
8,6,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.75,0.0
4,7,12.0,2,1,1,0,0,0,12.0,8.0,4.0,0,0,4,1,1.75,7.8
19,12,0.0,6,2,1,0,0,0,0.0,0.0,0.0,0,0,9,2,0.631578947368421,0.0
12,5,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.4166666666666667,0.0
9,7,0.0,4,0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,0.7777777777777778,0.0
16,20,0.0,7,0,0,0,0,0,0.0,0.0,0.0,0,0,7,0,1.25,0.0
16,6,0.0,7,0,0,0,0,0,0.0,0.0,0.0,0,0,7,0,0.375,0.0
7,6,7.0,8,1,1,0,0,0,48.0,7.0,4.0,0,0,10,1,0.8571428571428571,8.75
6,4,0.0,4,0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,0.6666666666666666,0.0
10,5,12.0,7,0,1,0,0,0,42.0,0.0,4.0,0,0,8,0,0.5,15.75
13,3,7.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,0.23076923076923078,0.0
7,3,8.0,6,3,1,0,0,0,36.0,24.0,4.0,0,0,10,3,0.42857142857142855,22.1
12,12,2.0,9,5,4,1,0,0,18.0,10.0,8.0,12,0,19,5,1.0,31.74
4,3,2.0,5,3,2,1,0,0,10.0,6.0,4.0,12,0,11,3,0.75,38.34
7,2,10.0,4,0,1,0,0,0,24.0,0.0,4.0,0,0,5,0,0.2857142857142857,6.625
6,4,7.0,6,4,2,1,0,0,36.0,28.0,8.0,12,0,13,4,0.6666666666666666,55.34375
9,6,14.0,6,3,0,1,0,0,36.0,24.0,0.0,12,0,10,3,0.6666666666666666,77.35000000000002
13,6,4.0,5,1,1,1,0,0,20.0,4.0,4.0,12,0,8,1,0.46153846153846156,22.32
8,4,11.0,6,2,1,1,0,0,36.0,16.0,4.0,12,0,10,2,0.5,47.85
13,6,4.0,6,1,0,1,0,0,24.0,4.0,0.0,12,0,8,1,0.46153846153846156,19.02
10,8,9.0,10,2,0,0,0,0,60.0,16.0,0.0,0,0,12,2,0.8,23.625
10,6,9.0,8,0,1,0,0,0,48.0,0.0,4.0,0,0,9,0,0.6,8.04375
3,3,10.0,5,0,0,0,0,0,30.0,0.0,0.0,0,0,5,0,1.0,6.0
3,3,7.0,4,0,0,0,0,0,24.0,0.0,0.0,0,0,4,0,1.0,3.0625
2,2,11.0,3,0,0,0,0,0,18.0,0.0,0.0,0,0,3,0,1.0,3.85
10,8,3.0,6,0,0,0,0,0,18.0,0.0,0.0,0,0,6,0,0.8,2.4600000000000004
13,8,4.0,6,1,0,1,0,0,24.0,4.0,0.0,12,0,8,1,0.6153846153846154,18.84
4,3,6.0,5,2,0,0,0,0,30.0,12.0,0.0,0,0,7,2,0.75,10.8
11,6,8.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,0.5454545454545454,6.4
4,3,11.0,10,2,1,0,0,0,60.0,16.0,4.0,0,0,13,2,0.75,37.400000000000006
11,5,7.0,4,3,0,0,0,0,24.0,21.0,0.0,0,0,7,3,0.45454545454545453,36.44375
9,7,8.0,3,2,0,1,0,0,18.0,16.0,0.0,12,0,6,2,0.7777777777777778,38.0
10,4,11.0,5,3,0,0,0,0,30.0,24.0,0.0,0,0,8,3,0.4,35.54375
7,5,11.0,4,2,0,0,0,0,24.0,16.0,0.0,0,0,6,2,0.7142857142857143,20.4875
7,4,12.0,5,2,0,1,0,0,30.0,16.0,0.0,12,0,8,2,0.5714285714285714,54.6
6,4,0.0,5,1,0,0,0,0,0.0,0.0,0.0,0,0,6,1,0.6666666666666666,4.260000000000001
11,6,0.0,7,0,0,0,0,0,0.0,0.0,0.0,0,0,7,0,0.5454545454545454,3.3000000000000003
8,6,6.0,8,0,0,0,0,0,48.0,0.0,0.0,0,0,8,0,0.75,6.525
7,4,11.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,0.5714285714285714,4.5375
11,8,10.0,11,0,0,0,0,0,66.0,0.0,0.0,0,0,11,0,0.7272727272727273,11.375
12,8,0.0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,6,0,0.6666666666666666,3.3000000000000003
12,8,0.0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,6,0,0.6666666666666666,2.8800000000000003
12,8,0.0,6,0,0,0,0,0,0.0,0.0,0.0,0,0,6,0,0.6666666666666666,2.4600000000000004
10,8,0.0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,0.8,2.04
5,2,5.0,4,0,1,0,0,0,20.0,0.0,4.0,0,0,5,0,0.4,9.562500000000002
7,3,3.0,4,2,1,0,0,0,12.0,6.0,3.0,0,0,7,2,0.42857142857142855,5.58
19,7,5.0,10,3,1,1,0,0,50.0,15.0,4.0,12,0,15,3,0.3684210526315789,30.218750000000004
18,6,0.0,2,0,0,0,0,0,0.0,0.0,0.0,0,0,2,0,0.3333333333333333,0.96
4,3,0.0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,0.75,1.4400000000000002
9,4,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.4444444444444444,1.2000000000000002
4,2,0.0,5,2,0,0,0,0,0.0,0.0,0.0,0,0,7,2,0.5,4.319999999999999
6,3,0.0,4,0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,0.5,1.38
13,6,0.0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,0.46153846153846156,1.6800000000000002
9,5,0.0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,0.5555555555555556,1.8600000000000003
13,5,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.38461538461538464,1.2000000000000002
4,3,0.0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,0.75,0.0
5,3,5.0,5,2,1,0,0,0,25.0,10.0,4.0,0,0,8,2,0.6,9.6875
6,2,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.3333333333333333,0.0
17,10,12.0,10,0,0,0,0,0,60.0,0.0,0.0,0,0,10,0,0.5882352941176471,13.95
22,11,14.0,16,0,1,1,0,0,96.0,0.0,4.0,12,0,18,0,0.5,77.2625
12,6,4.0,9,4,0,1,0,0,36.0,16.0,0.0,12,0,14,4,0.5,20.16
10,5,3.0,12,6,2,1,0,0,36.0,18.0,6.0,12,0,21,6,0.5,55.2
4,10,5.0,4,0,1,1,0,0,20.0,0.0,4.0,12,0,6,0,2.5,21.1875
8,6,2.0,16,4,2,0,0,0,32.0,8.0,4.0,0,0,22,4,0.75,37.92
4,4,4.0,15,4,0,0,0,0,60.0,16.0,0.0,0,0,19,4,1.0,26.28
7,5,5.0,16,3,0,0,0,0,80.0,15.0,0.0,0,0,19,3,0.7142857142857143,14.500000000000002
6,4,6.0,18,4,1,1,0,0,108.0,24.0,4.0,12,0,24,4,0.6666666666666666,35.7
9,5,7.0,14,3,3,1,0,0,84.0,21.0,12.0,12,0,21,3,0.5555555555555556,50.225
7,8,4.0,23,4,3,1,0,0,92.0,16.0,12.0,12,0,31,4,1.1428571428571428,39.48
8,3,3.0,9,2,1,0,0,0,27.0,6.0,3.0,0,0,12,2,0.375,12.54
7,2,6.0,4,1,1,0,0,0,24.0,6.0,4.0,0,0,6,1,0.2857142857142857,8.7
8,4,5.0,15,4,1,1,0,0,75.0,20.0,4.0,12,0,21,4,0.5,31.625000000000004
2,3,0.0,6,2,1,0,0,0,0.0,0.0,0.0,0,0,9,2,1.5,6.9
2,2,6.0,5,1,0,1,0,0,30.0,6.0,0.0,12,0,7,1,1.0,19.05
3,3,4.0,6,3,1,1,0,0,24.0,12.0,4.0,12,0,11,3,1.0,28.68
2,1,0.0,4,2,1,1,0,0,0.0,0.0,0.0,12,0,8,2,0.5,20.82
2,3,24.0,4,1,1,0,0,0,24.0,8.0,4.0,0,0,6,1,1.5,52.2
5,4,4.0,6,1,1,1,0,0,24.0,4.0,4.0,12,0,9,1,0.8,18.24
3,2,5.0,4,2,1,1,0,0,20.0,10.0,4.0,12,0,8,2,0.6666666666666666,23.71875
6,4,12.0,8,2,1,1,0,0,48.0,16.0,4.0,12,0,12,2,0.6666666666666666,78.6
7,4,12.0,8,3,1,1,0,0,48.0,24.0,4.0,12,0,13,3,0.5714285714285714,92.475
6,4,12.0,12,3,2,1,0,0,72.0,24.0,8.0,12,0,18,3,0.6666666666666666,136.125
1,1,12.0,4,1,1,1,0,0,24.0,8.0,4.0,12,0,7,1,1.0,51.225
1,1,12.0,2,1,1,1,0,0,12.0,8.0,4.0,12,0,5,1,1.0,51.9
3,2,12.0,6,2,1,1,0,0,36.0,16.0,4.0,12,0,10,2,0.6666666666666666,91.2
7,4,12.0,9,2,1,0,1,4,54.0,16.0,4.0,0,4,13,3,0.5714285714285714,114.675
7,6,12.0,20,3,2,1,0,0,120.0,24.0,8.0,12,0,26,3,0.8571428571428571,139.64999999999998
5,5,12.0,20,3,1,1,0,0,120.0,24.0,4.0,12,0,25,3,1.0,103.8
5,3,12.0,8,2,1,1,0,0,48.0,16.0,4.0,12,0,12,2,0.6,79.5
1,2,12.0,2,1,0,1,0,0,12.0,8.0,0.0,12,0,4,1,2.0,43.2
6,6,11.0,8,1,1,0,0,0,48.0,8.0,4.0,0,0,10,1,1.0,32.45
10,4,3.0,16,5,1,0,0,0,48.0,15.0,3.0,0,0,22,5,0.4,14.580000000000002
2,3,0.0,4,2,1,0,0,0,0.0,0.0,0.0,0,0,7,2,1.5,0.0
3,5,1.0,4,0,0,0,0,0,4.0,0.0,0.0,0,0,4,0,1.6666666666666667,0.0
8,7,1.0,4,0,0,0,0,0,4.0,0.0,0.0,0,0,4,0,0.875,0.48
9,6,0.0,4,0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,0.6666666666666666,0.0
6,3,1.0,3,0,0,0,0,0,3.0,0.0,0.0,0,0,3,0,0.5,0.42
16,6,4.0,20,4,1,1,0,0,80.0,16.0,4.0,12,0,26,4,0.375,24.48
6,5,24.0,5,2,1,1,0,0,30.0,16.0,4.0,12,0,9,2,0.8333333333333334,128.4
1,2,5.0,2,1,0,1,0,0,10.0,5.0,0.0,12,0,4,1,2.0,14.34375
2,2,8.0,6,2,1,1,0,0,36.0,16.0,4.0,12,0,10,2,1.0,37.8
7,4,0.0,8,3,1,1,0,0,0.0,0.0,0.0,12,0,13,3,0.5714285714285714,27.960000000000004
3,2,4.0,4,0,0,0,0,0,16.0,0.0,0.0,0,0,4,0,0.6666666666666666,1.1700000000000002
9,10,5.0,7,1,1,0,0,0,35.0,5.0,4.0,0,0,9,1,1.1111111111111112,10.718750000000002
2,2,24.0,5,2,1,0,0,0,30.0,16.0,4.0,0,0,8,2,1.0,71.4
2,2,5.0,3,2,1,1,0,0,15.0,10.0,4.0,12,0,7,2,1.0,16.125000000000004
8,3,11.0,8,3,1,1,0,0,48.0,24.0,4.0,12,0,13,3,0.375,60.98125
5,5,10.0,5,2,0,0,0,0,30.0,16.0,0.0,0,0,7,2,1.0,14.5
5,2,12.0,5,1,0,0,0,0,30.0,8.0,0.0,0,0,6,1,0.4,8.175
3,1,9.0,3,1,0,1,0,0,18.0,8.0,0.0,12,0,5,1,0.3333333333333333,27.1125
4,2,8.0,4,2,1,0,0,0,24.0,16.0,4.0,0,0,7,2,0.5,13.4
5,1,8.0,6,2,1,1,0,0,36.0,16.0,4.0,12,0,10,2,0.2,33.0
3,5,8.0,14,5,1,1,0,0,84.0,40.0,4.0,12,0,21,5,1.6666666666666667,79.7
4,4,10.0,16,2,1,1,1,4,96.0,16.0,4.0,12,4,21,3,1.0,129.62500000000003
6,4,18.0,8,3,1,1,0,0,48.0,24.0,4.0,12,0,13,3,0.6666666666666666,153.2325
18,8,0.0,15,3,3,1,0,0,0.0,0.0,0.0,12,0,22,3,0.4444444444444444,31.32
5,3,24.0,5,2,1,1,0,0,30.0,16.0,4.0,12,0,9,2,0.6,132.0
7,4,3.0,6,2,2,0,0,0,18.0,6.0,6.0,0,0,10,2,0.5714285714285714,14.1
3,1,6.0,1,1,1,1,0,0,6.0,6.0,4.0,12,0,4,1,0.3333333333333333,25.5375
5,4,4.0,6,0,0,0,0,0,24.0,0.0,0.0,0,0,6,0,0.8,2.8800000000000003
5,3,0.0,5,3,0,0,0,0,0.0,0.0,0.0,0,0,8,3,0.6,0.0
10,5,0.0,7,0,0,0,0,0,0.0,0.0,0.0,0,0,7,0,0.5,3.48
10,3,0.0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,5,0,0.3,2.4000000000000004
6,3,11.0,6,1,2,1,0,0,36.0,8.0,8.0,12,0,10,1,0.5,58.98749999999999
16,6,2.0,7,0,0,0,0,0,14.0,0.0,0.0,0,0,7,0,0.375,0.8400000000000001
10,5,5.0,15,5,1,0,0,0,75.0,25.0,4.0,0,0,21,5,0.5,23.5
7,7,8.0,12,3,3,1,1,4,72.0,24.0,12.0,12,4,20,4,1.0,111.4
6,4,7.0,11,5,1,1,0,0,66.0,35.0,4.0,12,0,18,5,0.6666666666666666,42.83125
6,4,4.0,11,5,1,1,0,0,44.0,20.0,4.0,12,0,18,5,0.6666666666666666,29.37
5,5,10.0,9,3,1,1,0,0,54.0,24.0,4.0,12,0,14,3,1.0,54.5625
10,7,12.0,10,3,1,1,1,4,60.0,24.0,4.0,12,4,16,4,0.7,153.2325
6,5,24.0,12,3,2,1,1,4,72.0,24.0,8.0,12,4,19,4,0.8333333333333334,153.2325
6,5,24.0,8,3,2,1,1,4,48.0,24.0,8.0,12,4,15,4,0.8333333333333334,153.2325
7,5,24.0,7,4,2,1,1,4,42.0,32.0,8.0,12,4,15,5,0.7142857142857143,153.2325
8,5,24.0,10,4,2,1,1,4,60.0,32.0,8.0,12,4,18,5,0.625,153.2325
6,5,24.0,10,4,1,1,1,4,60.0,32.0,4.0,12,4,17,5,0.8333333333333334,153.2325
4,5,24.0,8,2,1,1,1,4,48.0,16.0,4.0,12,4,13,3,1.25,153.2325
4,5,24.0,9,2,1,1,0,0,54.0,16.0,4.0,12,0,13,2,1.25,153.2325
6,5,24.0,8,4,2,1,1,4,48.0,32.0,8.0,12,4,16,5,0.8333333333333334,153.2325
4,4,12.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,1.0,9.0
4,5,0.0,7,0,0,0,0,0,0.0,0.0,0.0,0,0,7,0,1.25,0.0
6,3,12.0,6,0,0,0,0,0,36.0,0.0,0.0,0,0,6,0,0.5,11.7
5,6,0.0,10,0,0,0,0,0,0.0,0.0,0.0,0,0,10,0,1.2,0.0
6,6,0.0,8,0,0,0,0,0,0.0,0.0,0.0,0,0,8,0,1.0,0.0
8,6,0.0,4,0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,0.75,0.0
11,8,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.7272727272727273,0.0
12,10,0.0,10,0,0,0,0,0,0.0,0.0,0.0,0,0,10,0,0.8333333333333334,0.0
7,7,0.0,8,0,0,0,0,0,0.0,0.0,0.0,0,0,8,0,1.0,0.0
5,7,0.0,8,1,1,0,0,0,0.0,0.0,0.0,0,0,10,1,1.4,0.0
5,6,0.0,10,0,0,0,0,0,0.0,0.0,0.0,0,0,10,0,1.2,0.48
9,4,12.0,8,1,1,0,0,0,48.0,8.0,4.0,0,0,10,1,0.4444444444444444,1.2
6,7,0.0,11,0,0,0,0,0,0.0,0.0,0.0,0,0,11,0,1.1666666666666667,0.3
6,4,0.0,3,0,0,0,0,0,0.0,0.0,0.0,0,0,3,0,0.6666666666666666,0.0
6,5,0.0,7,1,1,0,0,0,0.0,0.0,0.0,0,0,9,1,0.8333333333333334,0.24
7,4,22.0,2,0,1,0,0,0,12.0,0.0,4.0,0,0,3,0,0.5714285714285714,21.175
38,12,0.0,15,0,0,0,0,0,0.0,0.0,0.0,0,0,15,0,0.3157894736842105,0.0
14,10,5.0,10,2,3,0,0,0,50.0,10.0,12.0,0,0,15,2,0.7142857142857143,16.25
5,4,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.8,0.0
13,5,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.38461538461538464,0.0
6,6,4.0,13,1,1,0,0,0,52.0,4.0,4.0,0,0,15,1,1.0,8.070000000000002
7,13,24.0,7,0,0,0,0,0,42.0,0.0,0.0,0,0,7,0,1.8571428571428572,18.0
4,6,9.0,8,0,0,0,0,0,48.0,0.0,0.0,0,0,8,0,1.5,6.356249999999999
8,6,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.75,0.06
14,20,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.4285714285714286,0.81
8,3,6.0,3,1,1,0,0,0,18.0,6.0,4.0,0,0,5,1,0.375,9.1875
10,6,7.0,8,0,0,0,0,0,48.0,0.0,0.0,0,0,8,0,0.6,4.6375
3,4,12.0,6,0,2,0,0,0,36.0,0.0,8.0,0,0,8,0,1.3333333333333333,28.8
7,4,12.0,5,0,0,0,0,0,30.0,0.0,0.0,0,0,5,0,0.5714285714285714,9.0
12,6,0.0,9,0,0,0,0,0,0.0,0.0,0.0,0,0,9,0,0.5,0.0
16,6,0.0,10,0,0,0,0,0,0.0,0.0,0.0,0,0,10,0,0.375,0.0
11,4,0.0,4,0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,0.36363636363636365,0.0
14,6,0.0,8,0,0,0,0,0,0.0,0.0,0.0,0,0,8,0,0.42857142857142855,0.0
9,6,4.0,15,4,3,1,0,0,60.0,16.0,12.0,12,0,23,4,0.6666666666666666,47.97
9,3,0.0,4,0,0,0,0,0,0.0,0.0,0.0,0,0,4,0,0.3333333333333333,0.0
